"","winr","pbr","Tier"
"327",0.424489795918367,0.530612244897959,"God"
"328",0.424489795918367,0.551020408163265,"God"
"329",0.424489795918367,0.571428571428571,"God"
"330",0.424489795918367,0.591836734693878,"God"
"331",0.424489795918367,0.612244897959184,"God"
"332",0.424489795918367,0.63265306122449,"God"
"333",0.424489795918367,0.653061224489796,"God"
"334",0.424489795918367,0.673469387755102,"God"
"335",0.424489795918367,0.693877551020408,"God"
"336",0.424489795918367,0.714285714285714,"God"
"337",0.424489795918367,0.73469387755102,"God"
"338",0.424489795918367,0.755102040816326,"God"
"339",0.424489795918367,0.775510204081633,"God"
"340",0.424489795918367,0.795918367346939,"God"
"341",0.424489795918367,0.816326530612245,"God"
"342",0.424489795918367,0.836734693877551,"God"
"343",0.424489795918367,0.857142857142857,"God"
"344",0.424489795918367,0.877551020408163,"God"
"345",0.424489795918367,0.897959183673469,"God"
"346",0.424489795918367,0.918367346938775,"God"
"347",0.424489795918367,0.938775510204082,"God"
"348",0.424489795918367,0.959183673469388,"God"
"349",0.424489795918367,0.979591836734694,"God"
"350",0.424489795918367,1,"God"
"351",0.428571428571429,0,"C"
"352",0.428571428571429,0.0204081632653061,"D"
"353",0.428571428571429,0.0408163265306122,"B"
"354",0.428571428571429,0.0612244897959184,"B"
"355",0.428571428571429,0.0816326530612245,"A"
"356",0.428571428571429,0.102040816326531,"S"
"357",0.428571428571429,0.122448979591837,"S"
"358",0.428571428571429,0.142857142857143,"S"
"359",0.428571428571429,0.163265306122449,"S"
"360",0.428571428571429,0.183673469387755,"S"
"361",0.428571428571429,0.204081632653061,"S"
"362",0.428571428571429,0.224489795918367,"S"
"363",0.428571428571429,0.244897959183673,"S"
"364",0.428571428571429,0.26530612244898,"S"
"365",0.428571428571429,0.285714285714286,"S"
"366",0.428571428571429,0.306122448979592,"S"
"367",0.428571428571429,0.326530612244898,"S"
"368",0.428571428571429,0.346938775510204,"S"
"369",0.428571428571429,0.36734693877551,"God"
"370",0.428571428571429,0.387755102040816,"God"
"371",0.428571428571429,0.408163265306122,"God"
"372",0.428571428571429,0.428571428571429,"God"
"373",0.428571428571429,0.448979591836735,"God"
"374",0.428571428571429,0.469387755102041,"God"
"375",0.428571428571429,0.489795918367347,"God"
"376",0.428571428571429,0.510204081632653,"God"
"377",0.428571428571429,0.530612244897959,"God"
"378",0.428571428571429,0.551020408163265,"God"
"379",0.428571428571429,0.571428571428571,"God"
"380",0.428571428571429,0.591836734693878,"God"
"381",0.428571428571429,0.612244897959184,"God"
"382",0.428571428571429,0.63265306122449,"God"
"383",0.428571428571429,0.653061224489796,"God"
"384",0.428571428571429,0.673469387755102,"God"
"385",0.428571428571429,0.693877551020408,"God"
"386",0.428571428571429,0.714285714285714,"God"
"387",0.428571428571429,0.73469387755102,"God"
"388",0.428571428571429,0.755102040816326,"God"
"389",0.428571428571429,0.775510204081633,"God"
"390",0.428571428571429,0.795918367346939,"God"
"391",0.428571428571429,0.816326530612245,"God"
"392",0.428571428571429,0.836734693877551,"God"
"393",0.428571428571429,0.857142857142857,"God"
"394",0.428571428571429,0.877551020408163,"God"
"395",0.428571428571429,0.897959183673469,"God"
"396",0.428571428571429,0.918367346938775,"God"
"397",0.428571428571429,0.938775510204082,"God"
"398",0.428571428571429,0.959183673469388,"God"
"399",0.428571428571429,0.979591836734694,"God"
"400",0.428571428571429,1,"God"
"401",0.43265306122449,0,"C"
"402",0.43265306122449,0.0204081632653061,"D"
"403",0.43265306122449,0.0408163265306122,"B"
"404",0.43265306122449,0.0612244897959184,"B"
"405",0.43265306122449,0.0816326530612245,"A"
"406",0.43265306122449,0.102040816326531,"S"
"407",0.43265306122449,0.122448979591837,"S"
"408",0.43265306122449,0.142857142857143,"S"
"409",0.43265306122449,0.163265306122449,"S"
"410",0.43265306122449,0.183673469387755,"S"
"411",0.43265306122449,0.204081632653061,"S"
"412",0.43265306122449,0.224489795918367,"S"
"413",0.43265306122449,0.244897959183673,"S"
"414",0.43265306122449,0.26530612244898,"S"
"415",0.43265306122449,0.285714285714286,"S"
"416",0.43265306122449,0.306122448979592,"S"
"417",0.43265306122449,0.326530612244898,"S"
"418",0.43265306122449,0.346938775510204,"S"
"419",0.43265306122449,0.36734693877551,"God"
"420",0.43265306122449,0.387755102040816,"God"
"421",0.43265306122449,0.408163265306122,"God"
"422",0.43265306122449,0.428571428571429,"God"
"423",0.43265306122449,0.448979591836735,"God"
"424",0.43265306122449,0.469387755102041,"God"
"425",0.43265306122449,0.489795918367347,"God"
"426",0.43265306122449,0.510204081632653,"God"
"427",0.43265306122449,0.530612244897959,"God"
"428",0.43265306122449,0.551020408163265,"God"
"429",0.43265306122449,0.571428571428571,"God"
"430",0.43265306122449,0.591836734693878,"God"
"431",0.43265306122449,0.612244897959184,"God"
"432",0.43265306122449,0.63265306122449,"God"
"433",0.43265306122449,0.653061224489796,"God"
"434",0.43265306122449,0.673469387755102,"God"
"435",0.43265306122449,0.693877551020408,"God"
"436",0.43265306122449,0.714285714285714,"God"
"437",0.43265306122449,0.73469387755102,"God"
"438",0.43265306122449,0.755102040816326,"God"
"439",0.43265306122449,0.775510204081633,"God"
"440",0.43265306122449,0.795918367346939,"God"
"441",0.43265306122449,0.816326530612245,"God"
"442",0.43265306122449,0.836734693877551,"God"
"443",0.43265306122449,0.857142857142857,"God"
"444",0.43265306122449,0.877551020408163,"God"
"445",0.43265306122449,0.897959183673469,"God"
"446",0.43265306122449,0.918367346938775,"God"
"447",0.43265306122449,0.938775510204082,"God"
"448",0.43265306122449,0.959183673469388,"God"
"449",0.43265306122449,0.979591836734694,"God"
"450",0.43265306122449,1,"God"
"451",0.436734693877551,0,"C"
"452",0.436734693877551,0.0204081632653061,"D"
"453",0.436734693877551,0.0408163265306122,"B"
"454",0.436734693877551,0.0612244897959184,"B"
"455",0.436734693877551,0.0816326530612245,"A"
"456",0.436734693877551,0.102040816326531,"S"
"457",0.436734693877551,0.122448979591837,"S"
"458",0.436734693877551,0.142857142857143,"S"
"459",0.436734693877551,0.163265306122449,"S"
"460",0.436734693877551,0.183673469387755,"S"
"461",0.436734693877551,0.204081632653061,"S"
"462",0.436734693877551,0.224489795918367,"S"
"463",0.436734693877551,0.244897959183673,"S"
"464",0.436734693877551,0.26530612244898,"S"
"465",0.436734693877551,0.285714285714286,"S"
"466",0.436734693877551,0.306122448979592,"S"
"467",0.436734693877551,0.326530612244898,"S"
"468",0.436734693877551,0.346938775510204,"S"
"469",0.436734693877551,0.36734693877551,"God"
"470",0.436734693877551,0.387755102040816,"God"
"471",0.436734693877551,0.408163265306122,"God"
"472",0.436734693877551,0.428571428571429,"God"
"473",0.436734693877551,0.448979591836735,"God"
"474",0.436734693877551,0.469387755102041,"God"
"475",0.436734693877551,0.489795918367347,"God"
"476",0.436734693877551,0.510204081632653,"God"
"477",0.436734693877551,0.530612244897959,"God"
"478",0.436734693877551,0.551020408163265,"God"
"479",0.436734693877551,0.571428571428571,"God"
"480",0.436734693877551,0.591836734693878,"God"
"481",0.436734693877551,0.612244897959184,"God"
"482",0.436734693877551,0.63265306122449,"God"
"483",0.436734693877551,0.653061224489796,"God"
"484",0.436734693877551,0.673469387755102,"God"
"485",0.436734693877551,0.693877551020408,"God"
"486",0.436734693877551,0.714285714285714,"God"
"487",0.436734693877551,0.73469387755102,"God"
"488",0.436734693877551,0.755102040816326,"God"
"489",0.436734693877551,0.775510204081633,"God"
"490",0.436734693877551,0.795918367346939,"God"
"491",0.436734693877551,0.816326530612245,"God"
"492",0.436734693877551,0.836734693877551,"God"
"493",0.436734693877551,0.857142857142857,"God"
"494",0.436734693877551,0.877551020408163,"God"
"495",0.436734693877551,0.897959183673469,"God"
"496",0.436734693877551,0.918367346938775,"God"
"497",0.436734693877551,0.938775510204082,"God"
"498",0.436734693877551,0.959183673469388,"God"
"499",0.436734693877551,0.979591836734694,"God"
"500",0.436734693877551,1,"God"
"501",0.440816326530612,0,"C"
"502",0.440816326530612,0.0204081632653061,"D"
"503",0.440816326530612,0.0408163265306122,"B"
"504",0.440816326530612,0.0612244897959184,"B"
"505",0.440816326530612,0.0816326530612245,"A"
"506",0.440816326530612,0.102040816326531,"S"
"507",0.440816326530612,0.122448979591837,"S"
"508",0.440816326530612,0.142857142857143,"S"
"509",0.440816326530612,0.163265306122449,"S"
"510",0.440816326530612,0.183673469387755,"S"
"511",0.440816326530612,0.204081632653061,"S"
"512",0.440816326530612,0.224489795918367,"S"
"513",0.440816326530612,0.244897959183673,"S"
"514",0.440816326530612,0.26530612244898,"S"
"515",0.440816326530612,0.285714285714286,"S"
"516",0.440816326530612,0.306122448979592,"S"
"517",0.440816326530612,0.326530612244898,"S"
"518",0.440816326530612,0.346938775510204,"S"
"519",0.440816326530612,0.36734693877551,"God"
"520",0.440816326530612,0.387755102040816,"God"
"521",0.440816326530612,0.408163265306122,"God"
"522",0.440816326530612,0.428571428571429,"God"
"523",0.440816326530612,0.448979591836735,"God"
"524",0.440816326530612,0.469387755102041,"God"
"525",0.440816326530612,0.489795918367347,"God"
"526",0.440816326530612,0.510204081632653,"God"
"527",0.440816326530612,0.530612244897959,"God"
"528",0.440816326530612,0.551020408163265,"God"
"529",0.440816326530612,0.571428571428571,"God"
"530",0.440816326530612,0.591836734693878,"God"
"531",0.440816326530612,0.612244897959184,"God"
"532",0.440816326530612,0.63265306122449,"God"
"533",0.440816326530612,0.653061224489796,"God"
"534",0.440816326530612,0.673469387755102,"God"
"535",0.440816326530612,0.693877551020408,"God"
"536",0.440816326530612,0.714285714285714,"God"
"537",0.440816326530612,0.73469387755102,"God"
"538",0.440816326530612,0.755102040816326,"God"
"539",0.440816326530612,0.775510204081633,"God"
"540",0.440816326530612,0.795918367346939,"God"
"541",0.440816326530612,0.816326530612245,"God"
"542",0.440816326530612,0.836734693877551,"God"
"543",0.440816326530612,0.857142857142857,"God"
"544",0.440816326530612,0.877551020408163,"God"
"545",0.440816326530612,0.897959183673469,"God"
"546",0.440816326530612,0.918367346938775,"God"
"547",0.440816326530612,0.938775510204082,"God"
"548",0.440816326530612,0.959183673469388,"God"
"549",0.440816326530612,0.979591836734694,"God"
"550",0.440816326530612,1,"God"
"551",0.444897959183673,0,"C"
"552",0.444897959183673,0.0204081632653061,"D"
"553",0.444897959183673,0.0408163265306122,"B"
"554",0.444897959183673,0.0612244897959184,"B"
"555",0.444897959183673,0.0816326530612245,"A"
"556",0.444897959183673,0.102040816326531,"S"
"557",0.444897959183673,0.122448979591837,"S"
"558",0.444897959183673,0.142857142857143,"S"
"559",0.444897959183673,0.163265306122449,"S"
"560",0.444897959183673,0.183673469387755,"S"
"561",0.444897959183673,0.204081632653061,"S"
"562",0.444897959183673,0.224489795918367,"S"
"563",0.444897959183673,0.244897959183673,"S"
"564",0.444897959183673,0.26530612244898,"S"
"565",0.444897959183673,0.285714285714286,"S"
"566",0.444897959183673,0.306122448979592,"S"
"567",0.444897959183673,0.326530612244898,"S"
"568",0.444897959183673,0.346938775510204,"S"
"569",0.444897959183673,0.36734693877551,"God"
"570",0.444897959183673,0.387755102040816,"God"
"571",0.444897959183673,0.408163265306122,"God"
"572",0.444897959183673,0.428571428571429,"God"
"573",0.444897959183673,0.448979591836735,"God"
"574",0.444897959183673,0.469387755102041,"God"
"575",0.444897959183673,0.489795918367347,"God"
"576",0.444897959183673,0.510204081632653,"God"
"577",0.444897959183673,0.530612244897959,"God"
"578",0.444897959183673,0.551020408163265,"God"
"579",0.444897959183673,0.571428571428571,"God"
"580",0.444897959183673,0.591836734693878,"God"
"581",0.444897959183673,0.612244897959184,"God"
"582",0.444897959183673,0.63265306122449,"God"
"583",0.444897959183673,0.653061224489796,"God"
"584",0.444897959183673,0.673469387755102,"God"
"585",0.444897959183673,0.693877551020408,"God"
"586",0.444897959183673,0.714285714285714,"God"
"587",0.444897959183673,0.73469387755102,"God"
"588",0.444897959183673,0.755102040816326,"God"
"589",0.444897959183673,0.775510204081633,"God"
"590",0.444897959183673,0.795918367346939,"God"
"591",0.444897959183673,0.816326530612245,"God"
"592",0.444897959183673,0.836734693877551,"God"
"593",0.444897959183673,0.857142857142857,"God"
"594",0.444897959183673,0.877551020408163,"God"
"595",0.444897959183673,0.897959183673469,"God"
"596",0.444897959183673,0.918367346938775,"God"
"597",0.444897959183673,0.938775510204082,"God"
"598",0.444897959183673,0.959183673469388,"God"
"599",0.444897959183673,0.979591836734694,"God"
"600",0.444897959183673,1,"God"
"601",0.448979591836735,0,"C"
"602",0.448979591836735,0.0204081632653061,"D"
"603",0.448979591836735,0.0408163265306122,"B"
"604",0.448979591836735,0.0612244897959184,"B"
"605",0.448979591836735,0.0816326530612245,"A"
"606",0.448979591836735,0.102040816326531,"S"
"607",0.448979591836735,0.122448979591837,"S"
"608",0.448979591836735,0.142857142857143,"S"
"609",0.448979591836735,0.163265306122449,"S"
"610",0.448979591836735,0.183673469387755,"S"
"611",0.448979591836735,0.204081632653061,"S"
"612",0.448979591836735,0.224489795918367,"S"
"613",0.448979591836735,0.244897959183673,"S"
"614",0.448979591836735,0.26530612244898,"S"
"615",0.448979591836735,0.285714285714286,"S"
"616",0.448979591836735,0.306122448979592,"S"
"617",0.448979591836735,0.326530612244898,"S"
"618",0.448979591836735,0.346938775510204,"S"
"619",0.448979591836735,0.36734693877551,"God"
